Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type
FD,12.8,Regular,0.0,snacks_breakfast_type,140.3838,38,Medium,Tier 3,Supermarket Type3
NC,20.35,Low Fat,0.065726925,others,128.6678,25,,Tier 3,Grocery Store
FD,18.5,Low Fat,0.025636945,Meat,89.1172,38,Medium,Tier 3,Supermarket Type3
FD,7.72,Regular,0.088502045,Fruits and Vegetables,116.2466,24,Medium,Tier 1,Supermarket Type1
FD,15.2,Low Fat,0.019073386,snacks_breakfast_type,237.7248,21,,Tier 2,Supermarket Type1
FD,8.895,Regular,0.039200151,Baking Goods,207.5296,14,Medium,Tier 3,Supermarket Type2
DR,16.75,Low Fat,0.021344178,Drinks,52.2298,16,,Tier 2,Supermarket Type1
NC,5.175,Low Fat,0.030355463,others,35.0874,26,Small,Tier 1,Supermarket Type1
FD,6.785,Regular,0.07027007,Meat,43.9112,25,,Tier 3,Grocery Store
FD,9.695,Low Fat,0.130733334,Fruits and Vegetables,188.3898,16,,Tier 2,Supermarket Type1
FD,9.8,Regular,0.140584452,Baking Goods,52.3008,19,Small,Tier 2,Supermarket Type1
FD,13.65,Regular,0.026597059,Meat,36.3532,19,Small,Tier 2,Supermarket Type1
FD,7.35,Regular,0.014365128,Fruits and Vegetables,242.8512,26,Small,Tier 1,Supermarket Type1
DR,18.35,Low Fat,0.033281349,Dairy,154.134,21,,Tier 2,Supermarket Type1
DR,15.35,Low Fat,0.128309411,Drinks,92.112,38,Small,Tier 1,Grocery Store
FD,10.195,Low Fat,0.080619969,snacks_breakfast_type,119.144,14,Medium,Tier 3,Supermarket Type2
FD,12.85,Low Fat,0.181092301,Fruits and Vegetables,231.6642,25,,Tier 3,Grocery Store
FD,17.0,Regular,0.015887996,snacks_breakfast_type,228.6352,38,Medium,Tier 3,Supermarket Type3
FD,7.93,Low Fat,0.005559688,Frozen Foods,121.2414,21,,Tier 2,Supermarket Type1
FD,7.06,Regular,0.07686393,Starchy Foods,60.4904,38,Small,Tier 1,Grocery Store
NC,12.1,Low Fat,0.015431545,others,162.7526,19,Small,Tier 2,Supermarket Type1
FD,8.985,Low Fat,0.183368339,Fruits and Vegetables,100.07,19,Small,Tier 2,Supermarket Type1
NC,5.485,Low Fat,0.042751812,others,164.5842,26,Small,Tier 1,Supermarket Type1
FD,16.7,Low Fat,0.070141633,Dairy,214.985,19,Small,Tier 2,Supermarket Type1
NC,5.32,Low Fat,0.162626685,others,103.6674,38,Small,Tier 1,Grocery Store
FD,20.7,Regular,0.100174939,Fruits and Vegetables,123.2388,26,Small,Tier 1,Supermarket Type1
NC,18.0,Low Fat,0.015513314,others,156.9604,14,Medium,Tier 3,Supermarket Type2
FD,6.635,Regular,0.046081489,Frozen Foods,38.0506,19,Small,Tier 2,Supermarket Type1
FD,6.895,Low Fat,0.022456327,Meat,141.2812,19,Small,Tier 2,Supermarket Type1
DR,18.25,Low Fat,0.044340045,Drinks,173.908,21,,Tier 2,Supermarket Type1
FD,8.1,Regular,0.224830093,others,40.248,25,,Tier 3,Grocery Store
DR,7.02,Low Fat,0.083464455,Dairy,82.425,25,,Tier 3,Grocery Store
FD,15.7,Regular,0.06337778,Frozen Foods,126.2046,25,,Tier 3,Grocery Store
FD,16.25,Low Fat,0.057512493,Fruits and Vegetables,125.5046,21,,Tier 2,Supermarket Type1
FD,11.8,Regular,0.025926223,Meat,99.9674,26,Small,Tier 1,Supermarket Type1
DR,6.11,Regular,0.152573001,Drinks,45.1086,14,Medium,Tier 3,Supermarket Type2
DR,4.61,Low Fat,0.122550245,Drinks,176.1396,36,High,Tier 3,Supermarket Type1
DR,17.5,Low Fat,0.097885516,Drinks,172.6738,19,Small,Tier 2,Supermarket Type1
FD,9.6,Low Fat,0.08454227,Baking Goods,107.128,38,Medium,Tier 3,Supermarket Type3
FD,16.1,Regular,0.083694927,Frozen Foods,124.8362,38,Small,Tier 1,Grocery Store
FD,19.2,Low Fat,0.124555719,others,90.3488,14,Medium,Tier 3,Supermarket Type2
FD,16.2,Low Fat,0.103473165,others,103.799,26,Small,Tier 1,Supermarket Type1
DR,15.5,Low Fat,0.053372178,Drinks,43.377,26,Small,Tier 1,Supermarket Type1
NC,8.51,Low Fat,0.051945908,others,141.547,26,Small,Tier 1,Supermarket Type1
FD,7.51,Low Fat,0.029172707,Fruits and Vegetables,228.201,25,,Tier 3,Grocery Store
FD,17.0,Regular,0.027953194,snacks_breakfast_type,229.4352,38,Small,Tier 1,Grocery Store
NC,9.8,Low Fat,0.09060629,others,195.0478,24,Medium,Tier 1,Supermarket Type1
NC,14.0,Low Fat,0.024430294,others,42.6454,14,Medium,Tier 3,Supermarket Type2
FD,11.395,Regular,0.069695361,Meat,233.7616,24,Medium,Tier 1,Supermarket Type1
FD,7.275,Low Fat,0.02800432,snacks_breakfast_type,146.976,21,,Tier 2,Supermarket Type1
FD,10.5,Regular,0.116651733,Baking Goods,162.421,19,Small,Tier 2,Supermarket Type1
DR,6.13,Low Fat,0.076364306,Dairy,63.0536,38,Medium,Tier 3,Supermarket Type3
FD,10.895,Regular,0.03258625,Frozen Foods,145.6102,14,Medium,Tier 3,Supermarket Type2
FD,7.21,Regular,0.144631478,snacks_breakfast_type,100.6332,26,Small,Tier 1,Supermarket Type1
FD,20.7,Regular,0.113564473,Dairy,92.6436,38,Medium,Tier 3,Supermarket Type3
FD,11.65,Regular,0.010940934,Meat,110.4544,21,,Tier 2,Supermarket Type1
FD,7.63,Regular,0.134597662,snacks_breakfast_type,44.7402,36,High,Tier 3,Supermarket Type1
FD,9.2,Low Fat,0.114329308,Frozen Foods,59.4246,38,Medium,Tier 3,Supermarket Type3
FD,14.15,Low Fat,0.036268455,Fruits and Vegetables,122.5046,38,Small,Tier 1,Grocery Store
FD,12.3,Low Fat,0.111447593,Baking Goods,33.4874,24,Medium,Tier 1,Supermarket Type1
DR,18.35,Low Fat,0.03305315,Dairy,152.334,38,Medium,Tier 3,Supermarket Type3
FD,9.395,Regular,0.220221011,Frozen Foods,88.1198,25,,Tier 3,Grocery Store
FD,6.89,Regular,0.135767734,snacks_breakfast_type,191.282,38,Medium,Tier 3,Supermarket Type3
FD,17.2,Low Fat,0.156615836,Meat,160.6578,21,,Tier 2,Supermarket Type1
FD,14.85,Low Fat,0.018556186,others,187.1214,36,High,Tier 3,Supermarket Type1
FD,7.93,Low Fat,0.00557982,Frozen Foods,121.1414,16,,Tier 2,Supermarket Type1
FD,10.5,Regular,0.043756113,Fruits and Vegetables,216.3508,38,Small,Tier 1,Grocery Store
FD,13.15,Low Fat,0.0,snacks_breakfast_type,85.4566,38,Medium,Tier 3,Supermarket Type3
NC,11.15,Low Fat,0.032256191,others,165.1526,26,Small,Tier 1,Supermarket Type1
FD,17.85,Low Fat,0.046625941,Meat,152.3682,19,Small,Tier 2,Supermarket Type1
FD,18.5,Regular,0.062353714,Frozen Foods,145.4418,24,Medium,Tier 1,Supermarket Type1
FD,14.3,Regular,0.0,Baking Goods,98.7726,24,Medium,Tier 1,Supermarket Type1
DR,13.8,Low Fat,0.09698132,Dairy,55.593,36,High,Tier 3,Supermarket Type1
FD,18.2,Regular,0.066241884,Fruits and Vegetables,250.9092,36,High,Tier 3,Supermarket Type1
FD,14.6,Regular,0.04302561,Fruits and Vegetables,110.0254,24,Medium,Tier 1,Supermarket Type1
FD,13.3,Low Fat,0.009579343,snacks_breakfast_type,62.351,19,Small,Tier 2,Supermarket Type1
FD,5.735,Low Fat,0.095341405,Fruits and Vegetables,178.037,25,,Tier 3,Grocery Store
FD,14.15,Low Fat,0.037985629,Starchy Foods,123.1046,21,,Tier 2,Supermarket Type1
NC,12.15,Low Fat,0.050071843,others,152.4708,38,Small,Tier 1,Grocery Store
NC,17.85,Low Fat,0.0,others,96.8094,36,High,Tier 3,Supermarket Type1
FD,20.35,Regular,0.030901894,Dairy,254.2672,36,High,Tier 3,Supermarket Type1
FD,10.895,Low Fat,0.064663519,Fruits and Vegetables,194.0794,19,Small,Tier 2,Supermarket Type1
FD,19.7,Low Fat,0.065053427,others,86.6198,21,,Tier 2,Supermarket Type1
NC,8.92,Low Fat,0.0,others,178.137,14,Medium,Tier 3,Supermarket Type2
DR,6.11,Regular,0.15121816,Drinks,45.9086,38,Medium,Tier 3,Supermarket Type3
FD,,Low Fat,0.056555477,snacks_breakfast_type,214.2218,38,Medium,Tier 3,Supermarket Type3
FD,20.35,Regular,0.151688857,Meat,80.6276,14,Medium,Tier 3,Supermarket Type2
NC,13.6,Low Fat,0.010049688,others,174.937,16,,Tier 2,Supermarket Type1
NC,13.5,Low Fat,0.054944247,others,36.3874,36,High,Tier 3,Supermarket Type1
FD,10.8,Low Fat,0.028943289,snacks_breakfast_type,239.6222,26,Small,Tier 1,Supermarket Type1
FD,10.195,Low Fat,0.080417724,snacks_breakfast_type,121.244,24,Medium,Tier 1,Supermarket Type1
FD,12.15,Low Fat,0.219568112,Frozen Foods,248.346,25,,Tier 3,Grocery Store
FD,11.5,Low Fat,0.0,snacks_breakfast_type,125.6704,26,Small,Tier 1,Supermarket Type1
FD,11.15,Low Fat,0.119952711,Dairy,45.2744,26,Small,Tier 1,Supermarket Type1
FD,7.97,Low Fat,0.021535488,others,109.6596,26,Small,Tier 1,Supermarket Type1
FD,5.44,Low Fat,0.025479919,Dairy,238.5538,26,Small,Tier 1,Supermarket Type1
FD,15.5,Regular,0.100970195,Fruits and Vegetables,195.8768,21,,Tier 2,Supermarket Type1
NC,17.0,Low Fat,0.05250462,others,121.673,16,,Tier 2,Supermarket Type1
FD,5.42,Regular,0.113918065,Baking Goods,87.9514,38,Medium,Tier 3,Supermarket Type3
FD,8.8,Low Fat,0.07157425,snacks_breakfast_type,207.9612,21,,Tier 2,Supermarket Type1
DR,17.5,Low Fat,0.097822555,Drinks,175.4738,36,High,Tier 3,Supermarket Type1
FD,12.1,Low Fat,0.148381569,Fruits and Vegetables,104.928,26,Small,Tier 1,Supermarket Type1
FD,11.8,Regular,0.026230365,others,39.1138,38,Medium,Tier 3,Supermarket Type3
FD,7.605,Low Fat,0.129972082,Fruits and Vegetables,162.921,16,,Tier 2,Supermarket Type1
FD,11.5,Regular,0.037628842,snacks_breakfast_type,109.5254,24,Medium,Tier 1,Supermarket Type1
FD,12.8,Low Fat,0.121893603,Starchy Foods,261.3252,38,Small,Tier 1,Grocery Store
NC,18.35,Low Fat,0.088965771,others,189.8504,19,Small,Tier 2,Supermarket Type1
FD,16.1,Regular,0.110885027,Dairy,181.3318,38,Small,Tier 1,Grocery Store
NC,16.35,Low Fat,0.03466576,others,125.902,19,Small,Tier 2,Supermarket Type1
DR,10.1,Low Fat,0.0,Drinks,60.7878,24,Medium,Tier 1,Supermarket Type1
FD,12.65,Regular,0.156014453,Fruits and Vegetables,238.9538,19,Small,Tier 2,Supermarket Type1
DR,10.1,Low Fat,0.167836117,Drinks,241.0512,14,Medium,Tier 3,Supermarket Type2
FD,5.305,Regular,0.046989556,Meat,184.3608,36,High,Tier 3,Supermarket Type1
FD,7.605,Low Fat,0.129767515,Fruits and Vegetables,161.821,14,Medium,Tier 3,Supermarket Type2
FD,7.31,Low Fat,0.02665921,snacks_breakfast_type,111.157,38,Medium,Tier 3,Supermarket Type3
NC,17.35,Low Fat,0.020591811,others,81.0618,24,Medium,Tier 1,Supermarket Type1
FD,20.7,Regular,0.07961949,Baking Goods,98.6042,14,Medium,Tier 3,Supermarket Type2
FD,8.27,Regular,0.089693419,snacks_breakfast_type,152.2708,24,Medium,Tier 1,Supermarket Type1
FD,14.15,Regular,0.02438425,Fruits and Vegetables,194.411,36,High,Tier 3,Supermarket Type1
DR,10.8,Low Fat,0.058671483,Drinks,73.838,14,Medium,Tier 3,Supermarket Type2
FD,17.75,Regular,0.156072361,Dairy,240.2538,38,Medium,Tier 3,Supermarket Type3
FD,18.6,Low Fat,0.047987061,snacks_breakfast_type,186.8898,21,,Tier 2,Supermarket Type1
FD,6.42,Low Fat,0.053579102,Dairy,177.3002,21,,Tier 2,Supermarket Type1
FD,12.3,Low Fat,0.009408748,Baking Goods,74.838,19,Small,Tier 2,Supermarket Type1
NC,15.6,Low Fat,0.066713516,others,184.2924,19,Small,Tier 2,Supermarket Type1
FD,8.645,Low Fat,0.036130545,others,52.6982,25,,Tier 3,Grocery Store
DR,8.52,Low Fat,0.027036842,Drinks,150.8682,36,High,Tier 3,Supermarket Type1
NC,9.895,Low Fat,0.060160503,others,232.2642,24,Medium,Tier 1,Supermarket Type1
FD,10.195,Low Fat,0.051953489,snacks_breakfast_type,33.8558,16,,Tier 2,Supermarket Type1
FD,12.35,Regular,0.0,Meat,199.0426,36,High,Tier 3,Supermarket Type1
DR,15.75,Low Fat,0.277579189,Dairy,39.6506,25,,Tier 3,Grocery Store
FD,13.8,Low Fat,0.013338995,others,109.7254,16,,Tier 2,Supermarket Type1
FD,7.42,Regular,0.025793045,snacks_breakfast_type,187.9872,21,,Tier 2,Supermarket Type1
FD,15.6,Regular,0.099125013,Dairy,63.0194,19,Small,Tier 2,Supermarket Type1
FD,10.895,Regular,0.032447909,Frozen Foods,146.9102,19,Small,Tier 2,Supermarket Type1
FD,6.42,Low Fat,0.062869397,snacks_breakfast_type,132.8626,38,Medium,Tier 3,Supermarket Type3
FD,16.0,Regular,0.1719225,snacks_breakfast_type,156.7972,38,Medium,Tier 3,Supermarket Type3
NC,18.6,Low Fat,0.01270511,others,122.8414,14,Medium,Tier 3,Supermarket Type2
NC,12.5,Low Fat,0.103863648,others,168.8448,14,Medium,Tier 3,Supermarket Type2
FD,20.75,Low Fat,0.007583861,snacks_breakfast_type,107.0622,14,Medium,Tier 3,Supermarket Type2
FD,20.35,Low Fat,0.060822826,Baking Goods,234.6616,21,,Tier 2,Supermarket Type1
FD,9.8,Low Fat,0.107320959,Fruits and Vegetables,176.337,16,,Tier 2,Supermarket Type1
FD,17.85,Low Fat,0.087395867,snacks_breakfast_type,194.2794,36,High,Tier 3,Supermarket Type1
FD,10.8,Regular,0.08429269,Baking Goods,40.6138,38,Small,Tier 1,Grocery Store
NC,6.235,Low Fat,0.020280634,others,258.4962,14,Medium,Tier 3,Supermarket Type2
NC,10.85,Low Fat,0.0,others,117.0808,38,Medium,Tier 3,Supermarket Type3
FD,9.8,Regular,0.056474207,snacks_breakfast_type,85.6908,24,Medium,Tier 1,Supermarket Type1
FD,6.215,Low Fat,0.012148905,Fruits and Vegetables,36.5848,26,Small,Tier 1,Supermarket Type1
NC,7.935,Low Fat,0.0,others,264.791,16,,Tier 2,Supermarket Type1
FD,16.6,Low Fat,0.102986542,Fruits and Vegetables,117.9466,26,Small,Tier 1,Supermarket Type1
FD,15.1,Low Fat,0.05263512,Meat,244.2512,16,,Tier 2,Supermarket Type1
FD,10.395,Low Fat,0.112731284,snacks_breakfast_type,59.922,16,,Tier 2,Supermarket Type1
NC,18.0,Low Fat,0.047147628,others,170.8422,38,Medium,Tier 3,Supermarket Type3
DR,10.5,Low Fat,0.019088324,Drinks,185.924,21,,Tier 2,Supermarket Type1
FD,18.25,Low Fat,0.015365323,snacks_breakfast_type,197.3084,16,,Tier 2,Supermarket Type1
FD,20.75,Low Fat,0.089765562,snacks_breakfast_type,194.6478,16,,Tier 2,Supermarket Type1
FD,8.185,Low Fat,0.046475348,Fruits and Vegetables,47.9692,19,Small,Tier 2,Supermarket Type1
FD,9.5,Regular,0.035144569,Fruits and Vegetables,171.8448,19,Small,Tier 2,Supermarket Type1
FD,15.3,Regular,0.141879554,others,215.1218,25,,Tier 3,Grocery Store
FD,19.35,Regular,0.058279823,Fruits and Vegetables,237.4564,14,Medium,Tier 3,Supermarket Type2
FD,9.395,Low Fat,0.099321607,snacks_breakfast_type,104.928,21,,Tier 2,Supermarket Type1
NC,20.1,Low Fat,0.0148655,others,143.2154,38,Medium,Tier 3,Supermarket Type3
FD,5.46,Regular,0.179191782,Fruits and Vegetables,146.2786,25,,Tier 3,Grocery Store
DR,18.35,Low Fat,0.033265629,Dairy,152.334,24,Medium,Tier 1,Supermarket Type1
FD,14.75,Low Fat,0.089827705,snacks_breakfast_type,114.4518,16,,Tier 2,Supermarket Type1
FD,19.7,Regular,0.030169768,Meat,103.799,25,,Tier 3,Grocery Store
NC,18.6,Low Fat,0.118848485,others,55.3588,16,,Tier 2,Supermarket Type1
FD,20.25,Regular,0.0,others,184.6924,19,Small,Tier 2,Supermarket Type1
FD,6.215,Regular,0.049612318,Baking Goods,224.1062,19,Small,Tier 2,Supermarket Type1
NC,13.0,Low Fat,0.083179333,others,62.0194,14,Medium,Tier 3,Supermarket Type2
FD,11.5,Low Fat,0.174497541,Fruits and Vegetables,128.8652,16,,Tier 2,Supermarket Type1
NC,9.105,Low Fat,0.038541712,others,33.09,24,Medium,Tier 1,Supermarket Type1
FD,11.5,Low Fat,0.046123804,snacks_breakfast_type,118.6124,26,Small,Tier 1,Supermarket Type1
FD,6.13,Low Fat,0.102768984,Fruits and Vegetables,54.7298,16,,Tier 2,Supermarket Type1
FD,12.85,Low Fat,0.033179231,snacks_breakfast_type,171.5422,26,Small,Tier 1,Supermarket Type1
DR,8.575,Low Fat,0.023923093,Drinks,105.528,24,Medium,Tier 1,Supermarket Type1
FD,9.695,Regular,0.047390108,Frozen Foods,245.0144,36,High,Tier 3,Supermarket Type1
FD,16.7,Low Fat,0.070333939,Fruits and Vegetables,110.7912,21,,Tier 2,Supermarket Type1
NC,5.5,Low Fat,0.078832748,others,101.5016,25,,Tier 3,Grocery Store
NC,11.8,Low Fat,0.0,others,177.2686,19,Small,Tier 2,Supermarket Type1
NC,6.235,Low Fat,0.020181546,others,260.1962,36,High,Tier 3,Supermarket Type1
FD,16.25,Low Fat,0.078153958,others,91.3804,19,Small,Tier 2,Supermarket Type1
FD,13.65,Low Fat,0.015898191,snacks_breakfast_type,229.7668,36,High,Tier 3,Supermarket Type1
FD,12.85,Low Fat,0.09851376,Frozen Foods,36.7164,38,Medium,Tier 3,Supermarket Type3
FD,19.7,Regular,0.016297312,others,186.3556,16,,Tier 2,Supermarket Type1
FD,9.5,Regular,0.022183497,Meat,196.9452,16,,Tier 2,Supermarket Type1
NC,19.7,Low Fat,0.026958635,others,98.5726,14,Medium,Tier 3,Supermarket Type2
FD,10.8,Low Fat,0.098331927,Meat,100.5042,36,High,Tier 3,Supermarket Type1
FD,15.85,Regular,0.121879396,Baking Goods,61.222,21,,Tier 2,Supermarket Type1
FD,9.6,Low Fat,0.051758515,snacks_breakfast_type,259.462,16,,Tier 2,Supermarket Type1
DR,19.7,Low Fat,0.04126841,Drinks,80.6592,25,,Tier 3,Grocery Store
FD,7.275,Low Fat,0.027947642,snacks_breakfast_type,146.876,26,Small,Tier 1,Supermarket Type1
FD,8.195,Low Fat,0.031581072,Baking Goods,93.4462,16,,Tier 2,Supermarket Type1
FD,13.5,Regular,0.12578499,snacks_breakfast_type,261.691,14,Medium,Tier 3,Supermarket Type2
NC,20.2,Low Fat,0.112299979,others,126.4046,19,Small,Tier 2,Supermarket Type1
FD,11.15,Regular,0.086417608,snacks_breakfast_type,168.679,16,,Tier 2,Supermarket Type1
NC,11.0,Low Fat,0.054672984,others,101.0358,38,Medium,Tier 3,Supermarket Type3
NC,8.6,Low Fat,0.0693587,others,89.9146,36,High,Tier 3,Supermarket Type1
FD,16.6,Low Fat,0.088053052,others,117.0124,38,Small,Tier 1,Grocery Store
FD,9.195,Low Fat,0.107801614,snacks_breakfast_type,182.3634,36,High,Tier 3,Supermarket Type1
FD,10.8,Low Fat,0.08271731,Dairy,192.6504,21,,Tier 2,Supermarket Type1
FD,17.75,Low Fat,0.014580169,Fruits and Vegetables,157.5262,26,Small,Tier 1,Supermarket Type1
NC,10.6,Low Fat,0.035391991,others,86.8224,16,,Tier 2,Supermarket Type1
FD,7.935,Low Fat,0.017153018,Dairy,48.135,19,Small,Tier 2,Supermarket Type1
FD,11.5,Regular,0.125498428,Frozen Foods,99.7358,36,High,Tier 3,Supermarket Type1
FD,17.6,Regular,0.041346719,snacks_breakfast_type,37.819,36,High,Tier 3,Supermarket Type1
FD,11.65,Regular,0.010980551,Meat,110.7544,16,,Tier 2,Supermarket Type1
FD,12.85,Low Fat,0.033355494,Fruits and Vegetables,198.5768,14,Medium,Tier 3,Supermarket Type2
FD,14.3,Low Fat,0.122548032,Dairy,122.173,19,Small,Tier 2,Supermarket Type1
FD,12.6,Low Fat,0.024232347,Dairy,36.1874,24,Medium,Tier 1,Supermarket Type1
DR,8.67,Low Fat,0.065806717,Drinks,144.6128,16,,Tier 2,Supermarket Type1
FD,6.825,Regular,0.046707264,others,151.9998,24,Medium,Tier 1,Supermarket Type1
FD,20.7,Regular,0.0,Frozen Foods,118.6466,19,Small,Tier 2,Supermarket Type1
FD,10.195,Low Fat,0.051741591,snacks_breakfast_type,35.2558,24,Medium,Tier 1,Supermarket Type1
FD,5.905,Low Fat,0.045643611,others,222.0456,19,Small,Tier 2,Supermarket Type1
FD,5.76,Low Fat,0.081615145,Baking Goods,38.6164,38,Medium,Tier 3,Supermarket Type3
FD,10.895,Low Fat,0.026989658,Frozen Foods,107.728,14,Medium,Tier 3,Supermarket Type2
FD,7.52,Low Fat,0.055439323,Fruits and Vegetables,130.0994,16,,Tier 2,Supermarket Type1
FD,6.405,Low Fat,0.136300946,snacks_breakfast_type,126.0678,26,Small,Tier 1,Supermarket Type1
NC,12.5,Low Fat,0.018833177,others,97.8384,36,High,Tier 3,Supermarket Type1
FD,18.2,Regular,0.026211917,Baking Goods,241.3196,16,,Tier 2,Supermarket Type1
FD,5.19,Low Fat,0.042585419,Frozen Foods,196.911,36,High,Tier 3,Supermarket Type1
FD,7.05,Regular,0.055671183,snacks_breakfast_type,222.3088,21,,Tier 2,Supermarket Type1
FD,9.035,Regular,0.173436917,Meat,150.0708,19,Small,Tier 2,Supermarket Type1
FD,7.0,Low Fat,0.253421913,others,106.228,25,,Tier 3,Grocery Store
FD,7.72,Low Fat,0.121419594,Fruits and Vegetables,120.244,36,High,Tier 3,Supermarket Type1
FD,9.89,Regular,0.02858175,others,116.4492,38,Medium,Tier 3,Supermarket Type3
FD,6.195,Regular,0.10935376,Baking Goods,120.4098,19,Small,Tier 2,Supermarket Type1
FD,6.615,Regular,0.092114847,others,248.7408,24,Medium,Tier 1,Supermarket Type1
NC,9.695,Low Fat,0.113844617,others,157.8604,36,High,Tier 3,Supermarket Type1
FD,7.86,Low Fat,0.060763988,snacks_breakfast_type,164.0526,38,Medium,Tier 3,Supermarket Type3
FD,9.3,Low Fat,0.089368341,others,143.8786,14,Medium,Tier 3,Supermarket Type2
FD,7.1,Low Fat,0.18413701,Fruits and Vegetables,172.808,25,,Tier 3,Grocery Store
FD,13.1,Low Fat,0.07492586,Dairy,75.3354,19,Small,Tier 2,Supermarket Type1
FD,11.5,Low Fat,0.014890695,Starchy Foods,174.108,21,,Tier 2,Supermarket Type1
FD,6.825,Regular,0.046595951,others,153.0998,36,High,Tier 3,Supermarket Type1
FD,6.52,Low Fat,0.044697626,others,166.5842,21,,Tier 2,Supermarket Type1
DR,8.26,Low Fat,0.034404287,Drinks,113.5834,26,Small,Tier 1,Supermarket Type1
FD,6.2,Regular,0.108844791,Baking Goods,118.5098,38,Medium,Tier 3,Supermarket Type3
FD,15.85,Regular,0.007111808,snacks_breakfast_type,39.348,38,Medium,Tier 3,Supermarket Type3
DR,17.85,Low Fat,0.037643694,Drinks,192.0188,38,Medium,Tier 3,Supermarket Type3
FD,15.0,Low Fat,0.118890636,snacks_breakfast_type,227.9694,26,Small,Tier 1,Supermarket Type1
FD,9.6,Low Fat,0.036358713,Fruits and Vegetables,140.0154,21,,Tier 2,Supermarket Type1
FD,10.695,Regular,0.127986136,Dairy,120.344,21,,Tier 2,Supermarket Type1
NC,9.6,Low Fat,0.024477166,others,189.6214,26,Small,Tier 1,Supermarket Type1
FD,9.5,Regular,0.133086933,Frozen Foods,230.1668,14,Medium,Tier 3,Supermarket Type2
FD,13.5,Regular,0.159690469,Fruits and Vegetables,144.2102,19,Small,Tier 2,Supermarket Type1
NC,18.0,Low Fat,0.082951105,others,173.7422,38,Small,Tier 1,Grocery Store
FD,12.5,Regular,0.109992376,Fruits and Vegetables,81.1592,26,Small,Tier 1,Supermarket Type1
NC,18.7,Low Fat,0.046276017,others,154.2682,14,Medium,Tier 3,Supermarket Type2
FD,12.5,Low Fat,0.071244009,Starchy Foods,127.102,26,Small,Tier 1,Supermarket Type1
NC,7.27,Low Fat,0.046550645,others,100.4384,19,Small,Tier 2,Supermarket Type1
FD,6.8,Low Fat,0.037649797,Baking Goods,49.5034,14,Medium,Tier 3,Supermarket Type2
NC,6.36,Low Fat,0.00600295,others,166.1526,14,Medium,Tier 3,Supermarket Type2
NC,11.395,Low Fat,0.009876591,others,48.2034,19,Small,Tier 2,Supermarket Type1
FD,,Low Fat,0.065799906,Fruits and Vegetables,177.0054,38,Small,Tier 1,Grocery Store
FD,8.63,Regular,0.032909657,snacks_breakfast_type,112.9518,26,Small,Tier 1,Supermarket Type1
FD,10.0,Low Fat,0.064752101,Fruits and Vegetables,243.3144,25,,Tier 3,Grocery Store
FD,12.6,Low Fat,0.081651205,snacks_breakfast_type,61.6194,25,,Tier 3,Grocery Store
FD,12.85,Low Fat,0.022599777,Fruits and Vegetables,179.2318,19,Small,Tier 2,Supermarket Type1
NC,11.0,Low Fat,0.03788768,others,40.648,19,Small,Tier 2,Supermarket Type1
FD,16.25,Regular,0.049175079,Fruits and Vegetables,151.5682,14,Medium,Tier 3,Supermarket Type2
NC,6.965,Low Fat,0.028543185,others,159.4604,19,Small,Tier 2,Supermarket Type1
DR,7.97,Low Fat,0.034446434,Drinks,170.7422,19,Small,Tier 2,Supermarket Type1
NC,12.15,Low Fat,0.0,others,254.004,24,Medium,Tier 1,Supermarket Type1
DR,15.35,Low Fat,0.073581718,Drinks,94.412,14,Medium,Tier 3,Supermarket Type2
FD,20.7,Low Fat,0.170768961,others,183.5266,16,,Tier 2,Supermarket Type1
FD,10.0,Low Fat,0.067208123,snacks_breakfast_type,235.559,26,Small,Tier 1,Supermarket Type1
DR,7.85,Low Fat,0.162949459,Drinks,145.0444,19,Small,Tier 2,Supermarket Type1
